Tue Aug 10 16:31:22 2021    stocks_complexity.py.stats

         500363111 function calls (493977509 primitive calls) in 5726.525 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    12956    0.064    0.000    1.741    0.000 frame.py:3894(_maybe_cache_changed)
   318890    1.033    0.000    1.740    0.000 cast.py:1960(construct_1d_object_array_from_listlike)
   418037    0.722    0.000    1.736    0.000 base.py:41(shape)
     4563    0.022    0.000    1.732    0.000 format.py:1443(format_values_with)
      594    0.005    0.000    1.728    0.003 __init__.py:78(open_resource)
    25922    0.391    0.000    1.722    0.000 _parser.py:672(_parse)
    53935    0.196    0.000    1.719    0.000 format.py:1808(_make_fixed_width)
    88910    0.206    0.000    1.712    0.000 missing.py:381(array_equivalent)
    12962    0.022    0.000    1.711    0.000 series.py:5159(isna)
  1614064    1.703    0.000    1.703    0.000 {built-in method Levenshtein._levenshtein.ratio}
     7840    0.103    0.000    1.702    0.000 client.py:448(read)
     7840    1.699    0.000    1.699    0.000 {method 'getpeercert' of '_ssl._SSLSocket' objects}
    12962    0.024    0.000    1.689    0.000 generic.py:7084(isna)
   231036    0.262    0.000    1.685    0.000 managers.py:877(__init__)
  1622080    1.466    0.000    1.678    0.000 managers.py:1705(set_values)
    51824    0.080    0.000    1.665    0.000 algorithms.py:290(get_data_algo)
  1039/15    0.006    0.000    1.664    0.111 <frozen importlib._bootstrap>:1002(_find_and_load)
  1033/15    0.004    0.000    1.663    0.111 <frozen importlib._bootstrap>:967(_find_and_load_unlocked)
   980/12    0.003    0.000    1.655    0.138 <frozen importlib._bootstrap>:659(_load_unlocked)
   872/12    0.003    0.000    1.654    0.138 <frozen importlib._bootstrap_external>:844(exec_module)
   429524    0.181    0.000    1.643    0.000 common.py:569(<genexpr>)
    98039    0.378    0.000    1.635    0.000 indexers.py:439(check_array_indexer)
   756320    1.621    0.000    1.621    0.000 {built-in method __new__ of type object at 0x00007FFC8F1CBC60}
    12956    0.097    0.000    1.607    0.000 indexing.py:1926(_setitem_single_block)
    69841    0.268    0.000    1.607    0.000 datetimes.py:2219(maybe_convert_dtype)
    12884    0.116    0.000    1.605    0.000 extension.py:391(astype)
  1277/12    0.001    0.000    1.595    0.133 <frozen importlib._bootstrap>:220(_call_with_frames_removed)
     7840    0.587    0.000    1.592    0.000 feedparser.py:471(_parse_headers)
   248888    0.294    0.000    1.585    0.000 _ufunc_config.py:429(__enter__)
     7840    0.169    0.000    1.582    0.000 client.py:480(readinto)
    12956    0.035    0.000    1.534    0.000 base.py:983(nunique)
    23472    0.081    0.000    1.533    0.000 indexing.py:1535(_getitem_axis)
     6478    0.041    0.000    1.529    0.000 base.py:1143(_format_data)
    19448    0.151    0.000    1.522    0.000 managers.py:2011(_fast_count_smallints)
     6551    0.079    0.000    1.508    0.000 datetimes.py:516(_to_datetime_with_unit)
    39200    1.028    0.000    1.497    0.000 url.py:210(_encode_invalid_chars)
    77766    0.067    0.000    1.496    0.000 _strptime.py:565(_strptime_datetime)
    26183    0.099    0.000    1.489    0.000 nanops.py:546(nansum)
     6478    0.013    0.000    1.485    0.000 grouper.py:606(codes)
   360206    0.194    0.000    1.484    0.000 _methods.py:54(_any)
    12956    0.033    0.000    1.475    0.000 frame.py:9808(func)
     6478    0.017    0.000    1.472    0.000 grouper.py:639(_codes_and_uniques)
       83    0.002    0.000    1.469    0.018 __init__.py:1(<module>)
     4990    0.065    0.000    1.465    0.000 format.py:840(_get_formatted_column_labels)
    17996    0.052    0.000    1.448    0.000 _mixins.py:55(method)
   245648    0.264    0.000    1.446    0.000 common.py:422(is_period_dtype)
        3    0.120    0.040    1.436    0.479 _openpyxl.py:419(write_cells)
    77766    0.528    0.000    1.429    0.000 _strptime.py:309(_strptime)
   408817    0.543    0.000    1.423    0.000 <__array_function__ internals>:2(copyto)
    16073    0.029    0.000    1.412    0.000 format.py:714(truncate)
     7840    0.097    0.000    1.409    0.000 utils.py:169(get_netrc_auth)
    97916    0.280    0.000    1.407    0.000 base.py:3516(_check_indexing_method)
   517970    0.642    0.000    1.400    0.000 blocks.py:1931(check_ndim)
   196112    0.151    0.000    1.395    0.000 base.py:2058(is_boolean)
  4415589    1.395    0.000    1.395    0.000 {method 'split' of 'str' objects}
  1410973    0.539    0.000    1.392    0.000 abc.py:117(__instancecheck__)
  2442485    0.954    0.000    1.391    0.000 series.py:577(name)
     7840    0.026    0.000    1.355    0.000 poolmanager.py:219(connection_from_host)
  2503391    1.336    0.000    1.336    0.000 {method 'search' of 're.Pattern' objects}
    15680    0.096    0.000    1.334    0.000 cookies.py:118(extract_cookies_to_jar)
     7840    0.031    0.000    1.333    0.000 ssl.py:482(__new__)
    83751    0.165    0.000    1.327    0.000 managers.py:1763(<listcomp>)
    14219    0.023    0.000    1.323    0.000 managers.py:354(setitem)
   908580    0.983    0.000    1.320    0.000 config.py:565(_get_root)
     7840    0.024    0.000    1.313    0.000 poolmanager.py:242(connection_from_context)
    17143    0.018    0.000    1.308    0.000 generic.py:10797(max)
   169806    0.308    0.000    1.306    0.000 common.py:100(is_bool_indexer)
   147674    0.526    0.000    1.296    0.000 base.py:425(find)
    17378    0.051    0.000    1.294    0.000 generic.py:10315(_stat_function)
    17143    0.024    0.000    1.290    0.000 generic.py:10354(max)
    56962    0.273    0.000    1.283    0.000 nanops.py:257(_get_values)
   248888    0.314    0.000    1.271    0.000 _ufunc_config.py:434(__exit__)
    78410    0.331    0.000    1.268    0.000 parse.py:372(urlparse)
     7840    0.054    0.000    1.261    0.000 {method 'readinto' of '_io.BufferedReader' objects}
  1804087    0.560    0.000    1.253    0.000 base.py:2130(is_floating)
  1534918    0.660    0.000    1.234    0.000 os.py:746(encodekey)
   149274    0.698    0.000    1.231    0.000 _asarray.py:22(require)
     4732    0.023    0.000    1.231    0.000 format.py:1544(_format_strings)
    39200    0.118    0.000    1.216    0.000 structures.py:42(__init__)
   439147    0.202    0.000    1.215    0.000 managers.py:1749(_extract_array)
    11053    0.016    0.000    1.212    0.000 base.py:1178(format)
  2635896    0.844    0.000    1.208    0.000 base.py:794(__len__)
    93002    0.376    0.000    1.207    0.000 managers.py:909(_verify_integrity)
     2829    0.006    0.000    1.206    0.000 series.py:4581(drop)
  1614064    0.716    0.000    1.205    0.000 StringMatcher.py:22(__init__)
    19448    0.401    0.000    1.199    0.000 index_tricks.py:323(__getitem__)
    11049    0.064    0.000    1.196    0.000 base.py:1200(_format_with_header)
    14221    0.062    0.000    1.192    0.000 indexing.py:641(_get_setitem_indexer)
    22825    0.073    0.000    1.181    0.000 frame.py:3366(_ixs)
   218393    0.217    0.000    1.170    0.000 common.py:458(is_interval_dtype)
  2000736    0.795    0.000    1.170    0.000 managers.py:1667(internal_values)
  9319970    1.170    0.000    1.170    0.000 {method 'startswith' of 'str' objects}
   499041    0.178    0.000    1.167    0.000 extension.py:80(fget)
  6654206    1.165    0.000    1.165    0.000 {method 'lower' of 'str' objects}
     7840    0.041    0.000    1.161    0.000 adapters.py:203(cert_verify)
    25913    0.144    0.000    1.160    0.000 datetimelike.py:171(take)
    14219    0.188    0.000    1.151    0.000 blocks.py:894(setitem)
     4563    0.026    0.000    1.151    0.000 format.py:1880(_trim_zeros_float)
   245648    0.371    0.000    1.151    0.000 dtypes.py:950(is_dtype)
   385039    0.807    0.000    1.150    0.000 cast.py:692(infer_dtype_from_scalar)
     7840    0.043    0.000    1.147    0.000 poolmanager.py:255(connection_from_pool_key)
   430411    0.747    0.000    1.144    0.000 base.py:605(_simple_new)
    13096    0.073    0.000    1.136    0.000 base.py:5394(_find_common_type_compat)
    47070    0.355    0.000    1.125    0.000 _collections_abc.py:932(update)
    63863    0.288    0.000    1.120    0.000 base.py:950(take)
   116698    0.281    0.000    1.116    0.000 datetimelike.py:126(equals)
  1174164    0.702    0.000    1.110    0.000 common.py:1474(is_ea_or_datetimelike_dtype)
    11445    0.189    0.000    1.108    0.000 format.py:1660(is_dates_only)
104843/78930    0.215    0.000    1.102    0.000 algorithms.py:1411(take)
    70716    0.241    0.000    1.077    0.000 construction.py:443(<listcomp>)
     6063    0.058    0.000    1.077    0.000 format.py:881(_get_formatted_index)
    15486    0.096    0.000    1.068    0.000 indexing.py:1185(_convert_to_indexer)
    94080    0.409    0.000    1.066    0.000 queue.py:154(get)
   188792    0.168    0.000    1.061    0.000 managers.py:464(is_consolidated)
    12956    0.048    0.000    1.049    0.000 ops.py:599(cython_operation)
     6953    0.015    0.000    1.044    0.000 arraylike.py:46(__gt__)
   470162    0.353    0.000    1.035    0.000 common.py:283(maybe_iterable_to_list)
     7840    0.033    0.000    1.033    0.000 poolmanager.py:183(_new_pool)
   421673    0.507    0.000    1.031    0.000 common.py:574(is_dtype_equal)
    51824    0.096    0.000    1.031    0.000 algorithms.py:278(_get_values_for_rank)
    14848    0.093    0.000    1.015    0.000 generic.py:5818(copy)
  1251142    0.334    0.000    1.014    0.000 base.py:43(<genexpr>)
    40980    0.093    0.000    1.010    0.000 _mixins.py:88(take)
   194107    0.460    0.000    1.006    0.000 construction.py:671(_try_cast)
     7840    0.021    0.000    0.997    0.000 connectionpool.py:857(__init__)
    27868    0.175    0.000    0.988    0.000 array_ops.py:229(comparison_op)
   171883    0.224    0.000    0.988    0.000 <__array_function__ internals>:2(concatenate)
     7840    0.117    0.000    0.976    0.000 connectionpool.py:172(__init__)
     7842    0.033    0.000    0.966    0.000 socket.py:493(_real_close)
    34352    0.099    0.000    0.961    0.000 cast.py:1257(astype_array_safe)
  2123435    0.957    0.000    0.957    0.000 {pandas._libs.lib.is_list_like}
        3    0.000    0.000    0.956    0.319 _base.py:1022(close)
        3    0.000    0.000    0.955    0.318 _openpyxl.py:76(save)
        3    0.000    0.000    0.955    0.318 workbook.py:394(save)
        3    0.000    0.000    0.955    0.318 excel.py:279(save_workbook)
        3    0.000    0.000    0.955    0.318 excel.py:273(save)
        3    0.010    0.003    0.955    0.318 excel.py:61(write_data)
     7840    0.024    0.000    0.949    0.000 client.py:1241(endheaders)
    12956    0.023    0.000    0.947    0.000 ops.py:467(_cython_op_ndim_compat)
  1237615    0.766    0.000    0.947    0.000 construction.py:431(ensure_wrapped_if_datetimelike)
    25922    0.132    0.000    0.942    0.000 _parser.py:205(split)
     7842    0.933    0.000    0.933    0.000 {function socket.close at 0x000001E3CFBB8D30}
  2028263    0.684    0.000    0.931    0.000 common.py:151(cast_scalar_indexer)
        3    0.000    0.000    0.931    0.310 excel.py:208(_write_worksheets)
        3    0.000    0.000    0.931    0.310 excel.py:190(write_worksheet)
    80696    0.576    0.000    0.931    0.000 base.py:2018(is_unique)
  2372688    0.702    0.000    0.930    0.000 types.py:171(__get__)
  1614064    0.638    0.000    0.929    0.000 utils.py:73(make_type_consistent)
   218393    0.267    0.000    0.926    0.000 dtypes.py:1201(is_dtype)
     7840    0.052    0.000    0.924    0.000 client.py:1003(_send_output)
    12956    0.386    0.000    0.924    0.000 ops.py:504(_call_cython_op)
  1614064    0.544    0.000    0.924    0.000 utils.py:103(intr)
    49716    0.496    0.000    0.921    0.000 indexers.py:249(maybe_convert_indices)
    17378    0.034    0.000    0.920    0.000 nanops.py:119(f)
    57710    0.262    0.000    0.916    0.000 missing.py:259(_isna_string_dtype)
    15440    0.056    0.000    0.916    0.000 concat.py:471(_concatenate_join_units)
  5680156    0.908    0.000    0.908    0.000 {built-in method builtins.issubclass}
   200084    0.123    0.000    0.900    0.000 managers.py:1962(<lambda>)
   162998    0.367    0.000    0.893    0.000 managers.py:472(_consolidate_check)
   865598    0.354    0.000    0.891    0.000 config.py:618(_warn_if_deprecated)
  1884870    0.560    0.000    0.891    0.000 common.py:342(apply_if_callable)
  1656115    0.550    0.000    0.888    0.000 common.py:1543(get_dtype)
     4967    0.023    0.000    0.882    0.000 datetimes.py:651(_format_native_types)
    12957    0.023    0.000    0.878    0.000 series.py:1980(unique)
    18865    0.047    0.000    0.877    0.000 concat.py:581(_is_uniform_join_units)
        9    0.000    0.000    0.877    0.097 __init__.py:4(<module>)
   175185    0.405    0.000    0.876    0.000 take.py:517(_take_preprocess_indexer_and_fill_value)
   112686    0.196    0.000    0.865    0.000 missing.py:552(na_value_for_dtype)
    13570    0.027    0.000    0.864    0.000 blocks.py:134(newfunc)
     7840    0.043    0.000    0.859    0.000 client.py:944(send)
    12957    0.037    0.000    0.855    0.000 base.py:969(unique)
  1410973    0.852    0.000    0.853    0.000 {built-in method _abc._abc_instancecheck}
    12956    0.037    0.000    0.853    0.000 frame.py:9786(<listcomp>)
     8494    0.027    0.000    0.850    0.000 concat.py:564(_get_concat_axis)
   790190    0.847    0.000    0.847    0.000 {method 'match' of 're.Pattern' objects}
   349306    0.546    0.000    0.845    0.000 series.py:528(_set_axis)
     7840    0.023    0.000    0.841    0.000 connection.py:405(_match_hostname)
    13618    0.079    0.000    0.841    0.000 algorithms.py:327(unique)
        1    0.000    0.000    0.840    0.840 _core.py:976(line)
        1    0.000    0.000    0.840    0.840 _core.py:891(__call__)
   332721    0.337    0.000    0.840    0.000 common.py:779(is_unsigned_integer_dtype)
    17143    0.044    0.000    0.838    0.000 nanops.py:996(reduction)
    12962    0.017    0.000    0.837    0.000 generic.py:10511(any)
   518/82    0.001    0.000    0.828    0.010 {built-in method builtins.__import__}
   238799    0.132    0.000    0.828    0.000 {built-in method builtins.next}
  1774178    0.824    0.000    0.824    0.000 config.py:579(_get_deprecated_option)
3779707/3779560    0.794    0.000    0.823    0.000 {method 'join' of 'str' objects}
   517970    0.268    0.000    0.821    0.000 blocks.py:1973(extract_pandas_array)
    13142    0.026    0.000    0.821    0.000 blocks.py:510(_maybe_downcast)
    12962    0.024    0.000    0.820    0.000 generic.py:10211(any)
   245965    0.435    0.000    0.820    0.000 base.py:4587(__getitem__)
     7840    0.169    0.000    0.818    0.000 ssl.py:371(match_hostname)
    90692    0.071    0.000    0.816    0.000 frame.py:3410(_iter_column_arrays)
    29351    0.147    0.000    0.810    0.000 cast.py:1781(find_common_type)
     8635    0.033    0.000    0.810    0.000 base.py:4652(append)
    33230    0.100    0.000    0.810    0.000 numerictypes.py:599(find_common_type)
   364984    0.130    0.000    0.808    0.000 format.py:1891(is_number_with_decimal)
     7840    0.127    0.000    0.807    0.000 ssl.py:1193(sendall)
        3    0.000    0.000    0.806    0.269 _writer.py:354(write)
    14542    0.047    0.000    0.806    0.000 blocks.py:1811(convert)
   315480    0.288    0.000    0.805    0.000 common.py:673(is_integer_dtype)
   497776    0.725    0.000    0.803    0.000 _ufunc_config.py:131(geterr)
    43326    0.084    0.000    0.801    0.000 nanops.py:1425(_maybe_null_out)
     8494    0.026    0.000    0.799    0.000 concat.py:188(<listcomp>)
     7840    0.085    0.000    0.797    0.000 sessions.py:362(__init__)
    12962    0.056    0.000    0.796    0.000 generic.py:10176(_logical_func)
    23520    0.099    0.000    0.792    0.000 cookies.py:37(__init__)
